Module ID,Module SN,Lat,Lon,GMT Date,GMT Time,Tag Count,Client,Farm,Field,Variety,Machine PIN,Operator,Gin ID,Producer ID,Local Time,Field Area (Sq m),Season Total,Moisture (%),Diameter (cm),Weight (kg),Drop Lat,Drop Lon,Field Total,Incremental Area (Sq m),Local Date,Comment
3500B988061107040D913707,17407489799, 35.469128, -76.673569,2019/9/17,19:59:49,12,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,15:59:49,75173,11,10.8,237,2483, 35.467449, -76.673670,11,5802,2019/9/17,                                                
3500B988061106040D913706,17407489798, 35.468455, -76.672908,2019/9/17,20:12:42,11,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,16:12:41,81094,12,11.2,238,2550, 35.469309, -76.672318,12,5921,2019/9/17,                                                
3500B988061105040D913705,17407489797, 35.471832, -76.671508,2019/9/17,20:25:00,11,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,16:24:59,87220,13,11.2,239,2597, 35.469060, -76.672439,13,6126,2019/9/17,                                                
3500B988061104040D913704,17407489796, 35.470257, -76.671612,2019/9/17,20:39:18,11,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,16:39:18,93056,14,11.3,237,2493, 35.467482, -76.673529,14,5836,2019/9/17,                                                
3500B988061103040D913703,17407489795, 35.469416, -76.671020,2019/9/17,20:52:12,10,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,16:52:11,99218,15,11.8,238,2597, 35.466806, -76.672742,15,6162,2019/9/17,                                                
3500B988061102040D913702,17407489794, 35.468830, -76.671481,2019/9/17,21:06:57,11,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,17:06:57,105537,16,11.9,238,2569, 35.466754, -76.672892,16,6319,2019/9/17,                                                
3500B988061101040D913701,17407489793, 35.468589, -76.672403,2019/9/17,21:21:00,11,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,17:20:59,111918,17,11.6,237,2548, 35.467269, -76.673315,17,6381,2019/9/17,                                                
3500B988061118040D51E31A,17403339546, 35.467409, -76.673104,2019/9/17,21:42:43,11,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,17:42:41,118227,18,11.5,237,2509, 35.467337, -76.673087,18,6309,2019/9/17,                                                
3500B988061117040D51E319,17403339545, 35.467284, -76.673005,2019/9/17,21:55:26,11,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,17:55:26,124257,19,11.8,238,2560, 35.467022, -76.673138,19,6030,2019/9/17,                                                
3500B988061116040D51E318,17403339544, 35.467030, -76.673066,2019/9/17,22:06:26,8,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,18:06:26,129863,20,12.0,237,2583, 35.466932, -76.673087,20,5606,2019/9/17,                                                
3500B988061115040D51E317,17403339543, 35.467205, -76.672830,2019/9/17,22:18:14,11,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,18:18:14,135764,21,12.1,237,2577, 35.466872, -76.673014,21,5901,2019/9/17,                                                
3500B988061114040D51E316,17403339542, 35.467668, -76.672396,2019/9/17,22:31:17,11,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,18:31:16,141878,22,12.0,237,2719, 35.466382, -76.672179,22,6114,2019/9/17,                                                
3500B988061113040D51E315,17403339541, 35.467013, -76.671791,2019/9/17,22:47:07,11,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,18:47:05,148140,23,12.1,237,2593, 35.466332, -76.672271,23,6262,2019/9/17,                                                
3500B988061112040D51E314,17403339540, 35.467716, -76.672057,2019/9/17,23:08:42,10,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,19:08:41,154773,24,12.2,237,2675, 35.466741, -76.672683,24,6633,2019/9/17,                                                
3500B988061111040D51E313,17403339539, 35.468813, -76.671181,2019/9/17,23:21:46,11,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,19:21:45,161389,25,12.4,237,2597, 35.466660, -76.672623,25,6616,2019/9/17,                                                
3500B988061110040D51E312,17403339538, 35.469410, -76.670651,2019/9/17,23:34:16,10,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,19:34:16,167676,26,12.3,239,2651, 35.466594, -76.672551,26,6287,2019/9/17,                                                
3500B98806110F040D51E311,17403339537, 35.469632, -76.670381,2019/9/17,23:46:28,11,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,19:46:28,173816,27,12.3,238,2688, 35.466514, -76.672490,27,6140,2019/9/17,                                                
3500B98806110E040D51E310,17403339536, 35.469647, -76.670255,2019/9/18,00:00:31,9,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,20:00:30,179941,28,12.5,237,2721, 35.466519, -76.672582,28,6125,2019/9/17,                                                
3500B98806110D040D51E30F,17403339535, 35.470606, -76.667545,2019/9/18,15:30:42,10,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,11:30:41,187895,29,10.7,237,2541, 35.467967, -76.670179,29,7954,2019/9/18,                                                
3500B98806110C040D51E30E,17403339534, 35.469274, -76.669363,2019/9/18,15:59:13,11,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,11:59:12,195547,30,10.3,239,2511, 35.465848, -76.671700,30,7652,2019/9/18,                                                
3500B98806110B040D51E30D,17403339533, 35.470034, -76.669464,2019/9/18,16:15:36,11,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,12:15:33,201797,31,10.1,239,2453, 35.466235, -76.672091,31,6250,2019/9/18,                                                
3500B98806110A040D51E30C,17403339532, 35.469766, -76.669533,2019/9/18,16:27:47,11,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,12:27:46,208142,32,10.1,239,2411, 35.466191, -76.672004,32,6345,2019/9/18,                                                
3500B988061109040D51E30B,17403339531, 35.470308, -76.669041,2019/9/18,16:39:20,11,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,12:39:19,214032,33,10.2,239,2466, 35.466265, -76.671837,33,5890,2019/9/18,                                                
3500B988061108040D51E30A,17403339530, 35.469921, -76.669194,2019/9/18,16:51:48,11,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,12:51:48,220499,34,10.1,239,2459, 35.466222, -76.671753,34,6467,2019/9/18,                                                
3500B988061107040D51E309,17403339529, 35.471431, -76.668099,2019/9/18,17:02:02,11,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,13:02:02,225937,35,10.0,239,2445, 35.465963, -76.671822,35,5438,2019/9/18,                                                
3500B988061106040D51E308,17403339528, 35.470963, -76.668292,2019/9/18,17:14:10,11,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,13:14:08,232010,36,10.2,239,2481, 35.465901, -76.671744,36,6073,2019/9/18,                                                
3500B988061105040D51E307,17403339527, 35.471661, -76.668795,2019/9/18,17:27:38,10,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,13:27:36,238444,37,10.1,239,2453, 35.466412, -76.672391,37,6434,2019/9/18,                                                
3500B988061104040D51E306,17403339526, 35.468792, -76.670675,2019/9/18,17:40:25,11,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,13:40:24,243993,38, 9.6,238,2418, 35.466365, -76.672355,38,5549,2019/9/18,                                                
3500B988061103040D51E305,17403339525, 35.467612, -76.677204,2019/9/18,18:17:28,11,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,14:17:28,251222,39,10.2,237,2445, 35.466703, -76.675801,39,7229,2019/9/18,                                                
3500B988061102040D51E304,17403339524, 35.468886, -76.677630,2019/9/18,18:35:08,12,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,14:35:06,257440,40, 9.9,239,2396, 35.467683, -76.675341,40,6218,2019/9/18,                                                
3500B988061101040D51E303,17403339523, 35.467881, -76.676091,2019/9/18,18:53:42,11,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,14:53:40,263207,41, 9.4,239,2394, 35.467384, -76.675478,41,5767,2019/9/18,                                                
3500B988061118040D51E2EA,17403339498, 35.469128, -76.677226,2019/9/18,19:17:03,9,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,15:17:00,268695,42, 9.2,239,2344, 35.467949, -76.675071,42,5488,2019/9/18,                                                
3500B988061117040D51E2E9,17403339497, 35.467754, -76.675106,2019/9/18,19:37:41,11,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,15:37:40,275080,43, 9.8,237,2381, 35.467733, -76.675081,43,6385,2019/9/18,                                                
3500B988061116040D51E2E8,17403339496, 35.467357, -76.675607,2019/9/18,19:56:41,11,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,15:56:40,280948,44, 9.1,239,2342, 35.467287, -76.675400,44,5868,2019/9/18,                                                
3500B988061115040D51E2E7,17403339495, 35.468028, -76.676870,2019/9/18,20:16:51,12,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,16:16:48,286982,45, 9.3,238,2399, 35.467156, -76.675647,45,6034,2019/9/18,                                                
3500B988061114040D51E2E6,17403339494, 35.466479, -76.677374,2019/9/18,20:55:56,11,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,16:55:55,294566,46,10.1,237,2386, 35.468917, -76.678119,46,7584,2019/9/18,                                                
3500B988061113040D51E2E5,17403339493, 35.465783, -76.680056,2019/9/18,21:27:03,11,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,17:27:00,302517,47,10.5,237,2458, 35.468234, -76.678129,47,7951,2019/9/18,                                                
3500B988061112040D51E2E4,17403339492, 35.465956, -76.677365,2019/9/18,21:41:07,11,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,17:41:06,309183,48, 9.6,237,2394, 35.468882, -76.678110,48,6666,2019/9/18,                                                
3500B988061111040D51E2E3,17403339491, 35.467845, -76.680681,2019/9/18,22:16:57,11,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,18:16:54,317354,49,10.1,239,2434, 35.468371, -76.678153,49,8171,2019/9/18,                                                
3500B988061110040D51E2E2,17403339490, 35.468154, -76.680369,2019/9/18,22:30:30,11,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,18:30:28,323552,50,10.1,239,2423, 35.469614, -76.678308,50,6198,2019/9/18,                                                
3500B98806110F040D51E2E1,17403339489, 35.468673, -76.679410,2019/9/18,22:46:45,11,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,18:46:44,329656,51,10.6,239,2457, 35.469599, -76.678691,51,6104,2019/9/18,                                                
3500B98806110E040D51E2E0,17403339488, 35.467251, -76.680960,2019/9/18,22:57:52,8,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,18:57:50,334892,52,10.6,239,2476, 35.469350, -76.679138,52,5236,2019/9/18,                                                
3500B98806110D040D51E2DF,17403339487, 35.467981, -76.680214,2019/9/18,23:09:17,11,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,19:09:14,340283,53,10.6,239,2460, 35.469383, -76.679031,53,5391,2019/9/18,                                                
3500B98806110C040D51E2DE,17403339486, 35.468896, -76.679098,2019/9/18,23:24:03,10,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,19:24:02,345814,54,10.7,239,2481, 35.469606, -76.678517,54,5531,2019/9/18,                                                
3500B98806110B040D51E2DD,17403339485, 35.466831, -76.680540,2019/9/18,23:35:45,10,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,19:35:42,351442,55,11.1,239,2457, 35.469361, -76.678560,55,5628,2019/9/18,                                                
3500B98806110A040D51E2DC,17403339484, 35.469329, -76.678359,2019/9/18,23:48:16,11,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,19:48:14,356843,56,11.2,235,2408, 35.468651, -76.678033,56,5401,2019/9/18,                                                
3500B988061109040D51E2DB,17403339483, 35.467583, -76.679644,2019/9/19,15:50:32,11,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,11:50:30,363151,57, 9.8,239,2445, 35.469120, -76.678500,57,6308,2019/9/19,                                                
3500B988061108040D51E2DA,17403339482, 35.466654, -76.680069,2019/9/19,16:02:43,11,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,12:02:42,369085,58, 9.7,237,2415, 35.468688, -76.678341,58,5934,2019/9/19,                                                
3500B988061107040D51E2D9,17403339481, 35.468514, -76.678359,2019/9/19,16:14:51,11,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,12:14:48,374791,59, 9.5,237,2388, 35.468444, -76.678294,59,5706,2019/9/19,                                                
3500B988061106040D51E2D8,17403339480, 35.466824, -76.679505,2019/9/19,16:26:10,12,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,12:26:08,380438,60, 9.5,237,2353, 35.468416, -76.678246,60,5647,2019/9/19,                                                
3500B988061105040D51E2D7,17403339479, 35.465448, -76.680139,2019/9/19,16:47:00,11,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,12:46:58,387286,61, 9.1,239,2388, 35.467970, -76.678106,61,6848,2019/9/19,                                                
3500B988061104040D51E2D6,17403339478, 35.466374, -76.679292,2019/9/19,16:57:13,12,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,12:57:10,392565,62, 9.4,238,2332, 35.468089, -76.677868,62,5279,2019/9/19,                                                
3500B988061103040D51E2D5,17403339477, 35.466442, -76.678830,2019/9/19,17:10:10,11,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,13:10:08,398585,63, 9.6,237,2332, 35.467675, -76.677869,63,6020,2019/9/19,                                                
3500B988061102040D51E2D4,17403339476, 35.464348, -76.680836,2019/9/19,17:22:00,12,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,13:21:58,404425,64, 9.0,238,2333, 35.467741, -76.678049,64,5840,2019/9/19,                                                
3500B988061101040D51E2D3,17403339475, 35.466136, -76.679241,2019/9/19,17:33:46,11,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,13:33:44,410310,65, 8.9,239,2392, 35.467605, -76.678036,65,5885,2019/9/19,                                                
3500B9880611180484B10E8A,19406065290, 35.466423, -76.678582,2019/9/19,17:55:06,11,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,13:55:04,416262,66, 9.0,239,2377, 35.467171, -76.677872,66,5952,2019/9/19,                                                
3500B9880611170484B10E89,19406065289, 35.464377, -76.680001,2019/9/19,18:07:08,11,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,14:07:07,422187,67, 8.8,239,2375, 35.467066, -76.677835,67,5925,2019/9/19,                                                
3500B9880611160484B10E88,19406065288, 35.467189, -76.677680,2019/9/19,18:18:16,11,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,14:18:14,427935,68, 8.9,238,2316, 35.466813, -76.677913,68,5748,2019/9/19,                                                
3500B9880611150484B10E87,19406065287, 35.463881, -76.679834,2019/9/19,18:31:10,11,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,14:31:08,433874,69, 9.0,239,2420, 35.466791, -76.677546,69,5939,2019/9/19,                                                
3500B9880611140484B10E86,19406065286, 35.466088, -76.678366,2019/9/19,18:43:30,12,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,14:43:29,439953,70, 9.3,237,2356, 35.466519, -76.677648,70,6079,2019/9/19,                                                
3500B9880611130484B10E85,19406065285, 35.464918, -76.678837,2019/9/19,18:55:34,11,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,14:55:32,445807,71, 8.9,239,2356, 35.466401, -76.677620,71,5854,2019/9/19,                                                
3500B9880611120484B10E84,19406065284, 35.464276, -76.679173,2019/9/19,19:07:06,11,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,15:07:04,451615,72, 9.1,236,2324, 35.466155, -76.677573,72,5808,2019/9/19,                                                
3500B9880611110484B10E83,19406065283, 35.465972, -76.677598,2019/9/19,19:18:59,11,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,15:18:56,457277,73, 8.9,237,2339, 35.465842, -76.677519,73,5662,2019/9/19,                                                
3500B9880611100484B10E82,19406065282, 35.465648, -76.677721,2019/9/19,19:32:02,12,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,15:32:00,463279,74, 9.1,239,2430, 35.465969, -76.677538,74,6002,2019/9/19,                                                
3500B98806110F0484B10E81,19406065281, 35.465325, -76.677655,2019/9/19,19:46:07,11,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,15:46:05,469401,75, 9.2,239,2333, 35.465419, -76.677531,75,6122,2019/9/19,                                                
3500B98806110E0484B10E80,19406065280, 35.464773, -76.677850,2019/9/19,19:57:34,11,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,15:57:32,474620,76, 9.1,239,2445, 35.465057, -76.677575,76,5219,2019/9/19,                                                
3500B98806110D0484B10E7F,19406065279, 35.464818, -76.677626,2019/9/19,20:07:28,16,SAP Beaufort,Y,Y all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,16:07:26,477679,77, 9.5,176,1446, 35.465287, -76.677396,77,3059,2019/9/19,                                                
3500B98806110C0484B10E7E,19406065278, 35.481622, -76.673635,2019/9/19,20:56:02,11,SAP Beaufort,O-1,O-1 all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,16:56:00,8605,78,10.6,239,2478, 35.481828, -76.674126,1,8605,2019/9/19,                                                
3500B98806110B0484B10E7D,19406065277, 35.481945, -76.673721,2019/9/19,21:04:55,33,SAP Beaufort,O-1,O-1 all cuts,PHY 330 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,17:04:52,11193,79, 9.7,133,865, 35.482128, -76.673938,2,2588,2019/9/19,                                                
3500B98806110A0484B10E7C,19406065276, 35.488327, -76.692119,2019/9/19,22:01:12,11,SAP Beaufort,O-1,O-1 all cuts,PHY 350 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,18:01:10,21221,80, 9.8,238,2477, 35.488435, -76.692088,3,10028,2019/9/19,                                                
3500B9880611090484B10E7B,19406065275, 35.489127, -76.691784,2019/9/19,22:18:42,11,SAP Beaufort,O-1,O-1 all cuts,PHY 350 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,18:18:41,28461,81,10.4,238,2506, 35.488597, -76.692205,4,7240,2019/9/19,                                                
3500B9880611080484B10E7A,19406065274, 35.489422, -76.690359,2019/9/19,23:02:06,11,SAP Beaufort,O-1,O-1 all cuts,PHY 350 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,19:02:03,37551,82,10.2,236,2495, 35.488187, -76.691685,5,9090,2019/9/19,                                                
3500B9880611070484B10E79,19406065273, 35.488520, -76.691097,2019/9/19,23:30:44,11,SAP Beaufort,O-1,O-1 all cuts,PHY 350 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,19:30:41,47363,83,11.2,239,2610, 35.487978, -76.691523,6,9812,2019/9/19,                                                
3500B9880611060484B10E78,19406065272, 35.475288, -76.701518,2019/9/20,16:03:25,11,SAP Beaufort,O-2,O-2 all cuts,PHY 350 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,12:03:24,8129,84,11.2,239,2512, 35.474226, -76.698520,1,8129,2019/9/20,                                                
3500B9880611050484B10E77,19406065271, 35.473935, -76.698795,2019/9/20,16:22:52,11,SAP Beaufort,O-2,O-2 all cuts,PHY 350 W3FE,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,12:22:50,15093,85, 9.7,237,2373, 35.474207, -76.698496,2,6964,2019/9/20,                                                
3500B9880611040484B10E76,19406065270, 35.475417, -76.701404,2019/9/20,16:42:36,11,SAP Beaufort,O-2,O-2 all cuts,DP 1646,1N0C690PPJ4070348       ,Luke,03427                   ,SCA INC                 ,12:42:34,21644,86, 9.3,239,2377, 35.474229, -76.698631,3,6551,2019/9/20,                                                
